name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;657;0;268;3043;1051;3043;1028;0
header;196;141;196;174;1827;174;1827;141
A;999;298;999;325;1021;325;1021;298
B;1003;972;1003;999;1024;999;1024;972
D;772;1506;772;1522;781;1522;781;1506
C;1002;1651;1002;1680;1023;1680;1023;1651
B;942;2022;942;2035;950;2035;950;2022
B;729;2056;729;2075;743;2075;743;2056
B;421;2242;421;2257;429;2257;429;2242
D;1009;2321;1009;2348;1030;2348;1030;2321
B;443;2752;443;2770;456;2770;456;2752
D;807;2884;807;2901;829;2901;829;2884
